,도서명,저자,출판사,ISBN,주제분류번호,등록일자,이미지주소
121,퀀트 투자를 위한 머신러닝.딥러닝 알고리듬 트레이딩 2/e =Machine Learning for Algorithmic Trading,"스테판 젠슨 지음;홍창수,이기홍 옮김",에이콘출판,9791161755694,005.75,2021-10-19,http://image.kyobobook.co.kr/images/book/large/694/l9791161755694.jpg
122,(AI의 얼개를 기본부터 쉽게 설명한)엑셀로 배우는 머신러닝 초입문:AI 모델과 알고리즘을 알 수 있다! ,"와쿠이 요시유키,와쿠이 사다미 지은이 ;권기태 옮김",BM성안당,9788931556872,004.73,2021-10-19,http://image.kyobobook.co.kr/images/book/large/872/l9788931556872.jpg
123,데이터 스토리 :데이터를 설득력 있는 이야기로 바꾸는 방법 ,낸시 두아르테 지음 ;권혜정 옮김,한빛미디어,9791162244296,005.74,2021-10-13,http://image.kyobobook.co.kr/images/book/large/296/l9791162244296.jpg
124,fastai와 파이토치가 만나 꽃피운 딥러닝:학위 없이 AI를 폼나게 구현하는 법 ,"제러미 하워드,실뱅 거거 지음 ;박찬성;김지은 옮김",한빛미디어,9791162244630,004.73,2021-10-13,http://image.kyobobook.co.kr/images/book/large/630/l9791162244630.jpg
125,"파이썬 GUI 프로그래밍 쿡북 3/e :Tkinter, PyQt5를 활용한 반응형 사용자 인터페이스 개발",부르크하르트 메이어 지음;김동호 옮김,에이콘출판,9791161755717,005.133,2021-10-13,http://image.kyobobook.co.kr/images/book/large/717/l9791161755717.jpg
126,(#NO.1 디자인 맛집)맛있는 디자인 망고보드,"엄혜경,이동균 지음",애드앤미디어,9791197193576,005.56,2021-10-13,http://image.kyobobook.co.kr/images/book/large/576/l9791197193576.jpg
127,"딥러닝 텐서플로 교과서 :기초부터 CNN, RNN, 시계열 분석, 성능 최적화, 자연어 처리, 강화 학습, 생성 모델까지! ",서지영 지음,길벗,9791165215477,004.73,2021-10-13,http://image.kyobobook.co.kr/images/book/large/477/l9791165215477.jpg
128,데이터 사이언스의 매력,박성현,자유아카데미,9791158083106,005.76,2021-10-07,http://image.kyobobook.co.kr/images/book/large/106/l9791158083106.jpg
129,Real MySQL 8.0:개발자와 DBA를 위한 MySQL 실전 가이드,"백은빈,이성욱 지음",위키북스,9791158392727,005.75,2021-10-05,http://image.kyobobook.co.kr/images/book/large/727/l9791158392727.jpg
130,Real MySQL 8.0:개발자와 DBA를 위한 MySQL 실전 가이드,"백은빈,이성욱 지음",위키북스,9791158392703,005.75,2021-10-05,http://image.kyobobook.co.kr/images/book/large/703/l9791158392703.jpg
131,(필요할 때 바로 써먹는) 인디자인 실용테크닉 ,이용순 지음,성안당,9788931556360,005.565,2021-10-05,http://image.kyobobook.co.kr/images/book/large/360/l9788931556360.jpg
132,(필요할 때 바로 써먹는) 포토샵 디자인 실무 테크닉 ,김두한 지음,BM성안당,9788931556995,005.565,2021-10-05,http://image.kyobobook.co.kr/images/book/large/995/l9788931556995.jpg
133,(엑셀로 하는) 데이터 분석 ,"장은실,오경선,양숙희 지음",생능출판(생능출판사),9788970504810,005.53,2021-10-01,http://image.kyobobook.co.kr/images/book/large/810/l9788970504810.jpg
134,실전 아파치 카프카,사사키 도루 외,한빛미디어,9791162242803,005.74,2021-09-23,http://image.kyobobook.co.kr/images/book/large/803/l9791162242803.jpg
135,쿠버네티스 입문,정원천 외,동양북스,9791157685752,005.11,2021-09-23,http://image.kyobobook.co.kr/images/book/large/752/l9791157685752.jpg
136,쿠버네티스 완벽 가이드,마사야 아오야마,길벗,9791165216283,005.11,2021-09-23,http://image.kyobobook.co.kr/images/book/large/283/l9791165216283.jpg
137,데이터 과학을 위한 통계:데이터 분석에서 머신러닝까지 파이썬과 R로 살펴보는 50가지 핵심 개념,피터 브루스;앤드루 브루스;피터 게데크 지음;이준용 옮김,한빛미디어,9791162244180,005.76,2021-09-14,http://image.kyobobook.co.kr/images/book/large/180/l9791162244180.jpg
138,(Python으로 배우는) 문제해결과 인공지능 ,"김현정,오경선 공저",Infinitybooks(인피니티북스),9791185578811,005.133,2021-09-14,http://image.kyobobook.co.kr/images/book/large/811/l9791185578811.jpg
139,이펙티브 타입스크립트 :동작 원리의 이해와 구체적인 조언 62가지 ,댄 밴더캄 지음 ;장원호 옮김,인사이트,9788966263134,005.138,2021-09-14,http://image.kyobobook.co.kr/images/book/large/134/l9788966263134.jpg
140,(가상 면접 사례로 배우는) 대규모 시스템 설계 기초 ,알렉스 쉬 지음 ;이병준 옮김,인사이트,9788966263158,004.21,2021-09-14,http://image.kyobobook.co.kr/images/book/large/158/l9788966263158.jpg
141,데이터 해석학 입문 :올바른 데이터 분석을 위한 의사결정 성공 방정식 ,에자키 타카히로 지음 ;손민규 옮김,위키북스,9791158392680,005.76,2021-09-14,http://image.kyobobook.co.kr/images/book/large/680/l9791158392680.jpg
142,처음 시작하는 마이크로서비스=Microservices Up & Running,로니 미트라;이라클리 나다레이슈빌리 지음;최경현 옮김,한빛미디어,9791162244579,005.12,2021-09-07,http://image.kyobobook.co.kr/images/book/large/579/l9791162244579.jpg
143,스벨트 앤 새퍼 인 액션 :빠르고 우아한 웹 애플리케이션 설계 프레임워크 ,마크 볼크먼 지음 ;박수현 옮김,한빛미디어,9791162244555,005.12,2021-09-07,http://image.kyobobook.co.kr/images/book/large/555/l9791162244555.jpg
144,(맛있는 디자인) 포토샵 CC 2021 ,"윤이사라,김신애 지음",한빛미디어,9791162243985,005.565,2021-09-07,http://image.kyobobook.co.kr/images/book/large/985/l9791162243985.jpg
145,(맛있는 디자인) 일러스트레이터 CC 2021 ,빨간고래 지음,한빛미디어,9791162244005,005.565,2021-09-07,http://image.kyobobook.co.kr/images/book/large/005/l9791162244005.jpg
146,(처음 프로그래밍을 시작하는 입문자의 눈높이에 맞춘) 생활코딩! React 리액트 프로그래밍 :나의 첫 프로그래밍 교과서 learning school ,이고잉 지음,위키북스,9791158392376,005.118,2021-09-07,http://image.kyobobook.co.kr/images/book/large/376/l9791158392376.jpg
147,"엔터프라이즈 환경을 위한 마이크로서비스:마이크로서비스 아키텍쳐의 개념 이해부터 적용, 구현까지","카순 인드라시리,프라바스 시리와데나 지음;이상근 옮김",에이콘,9791161754055,005.12,2021-09-07,http://image.kyobobook.co.kr/images/book/large/055/l9791161754055.jpg
148,OS가 보이는 그림책 :국내 최초 그림으로 배우는 OS 입문서 ,"ANK Co., Ltd 저 ;이영란 역",성안당,9788931555790,005.43,2021-09-07,http://image.kyobobook.co.kr/images/book/large/790/l9788931555790.jpg
149,(윤성우의) 열혈 파이썬 : 중급편,윤성우 저,Orange Media(오렌지미디어),9788996094098,005.133,2021-08-31,http://image.kyobobook.co.kr/images/book/large/098/l9788996094098.jpg
150,Let's Get IT 파이썬 프로그래밍 :데이터 분석 프로젝트로 프로그래밍 사고력 기르기 ,안지혜 지음,길벗,9791165215965,005.133,2021-08-31,http://image.kyobobook.co.kr/images/book/large/965/l9791165215965.jpg
151,AWS 클라우드 머신러닝 :머신러닝 기초부터 AWS SageMaker까지 ,아비섹 미쉬라 지음 ;박정현 옮김,에이콘,9791161754833,004.73,2021-08-24,http://image.kyobobook.co.kr/images/book/large/833/l9791161754833.jpg
152,디지털 사진의 정석 :디지털 암실:사진가를 위한 RAW 파일 ,노연숙 저,Digital Books(디지털북스),9788960882393,005.565,2021-08-17,http://image.kyobobook.co.kr/images/book/large/393/l9788960882393.jpg
153,(맛있는 디자인) 프리미어 프로 & 애프터 이펙트 CC 2021 :누구나 쉽게 배워 제대로 써먹는 그래픽 입문서 ,"김덕영,심수진,윤성우,이수정,정지원 지음",한빛미디어,9791162243909,005.567,2021-08-17,http://image.kyobobook.co.kr/images/book/large/909/l9791162243909.jpg
154,(맛있는 디자인) 포토샵&일러스트레이터 CC 2021 :누구나 쉽게 배워 제대로 써먹는 그래픽 입문서 ,"빨간고래,윤이사라 지음",한빛미디어,9791162243848,005.565,2021-08-17,http://image.kyobobook.co.kr/images/book/large/848/l9791162243848.jpg
155,구글 워크스페이스 :스마트워크를 위한 가장 완벽한 공간 ,김종원 지음,길벗,9791165216139,005.5,2021-08-17,http://image.kyobobook.co.kr/images/book/large/139/l9791165216139.jpg
156,"데이터가 한눈에 보이는 시각화 :데이터 시각화 기초부터 분석 사례, 다양한 차트 유형까지 알아보는 ","강원양,임준원,최현욱,뉴스젤리 지음",위키북스,9791158392048,005.76,2021-08-10,http://image.kyobobook.co.kr/images/book/large/048/l9791158392048.jpg
157,(컨테이너 인프라 환경 구축을 위한) 쿠버네티스/도커 :새로운 인프라 환경을 이해하고 직접 구축해 보자!,"조훈,심근우,문성주 지음",길벗,9791165215743,005.11,2021-07-27,http://image.kyobobook.co.kr/images/book/large/743/l9791165215743.jpg
158,"풀스택 서버리스 :리액트, AWS, 그래프QL을 이용한 최신 애플리케이션 개발",네이더 다빗 지음;김범준 옮김,한빛미디어,9791162244487,005.11,2021-07-19,http://image.kyobobook.co.kr/images/book/large/487/l9791162244487.jpg
159,스프링배치 완벽가이드 2/e :클라우드 환경에서 활용하는 모던 배치 처리 ,"마이클 미넬라 지음 ;서경석,김성윤,이승룡 옮김",에이콘,9791161755168,004.3,2021-07-19,http://image.kyobobook.co.kr/images/book/large/168/l9791161755168.jpg
160,(R을 이용한) 퀀트 투자 포트폴리오 만들기 ,이현열 지음,Jpub(제이펍),9791190665803,005.54,2021-07-12,http://image.kyobobook.co.kr/images/book/large/803/l9791190665803.jpg
161,"이것이 우분투 리눅스다 :우분투 리눅스 설치부터 네트워크와 서버 구축, 운영까지 ",우재남 지음,한빛미디어,9791162243589,005.44,2021-07-12,http://image.kyobobook.co.kr/images/book/large/589/l9791162243589.jpg
162,유닉스의 탄생 :세상을 바꾼 운영체제를 만든 천재들의 숨은 이야기 ,브라이언 커니핸 지음 ;하성창 옮김,한빛미디어,9791162243282,005.44,2021-07-12,http://image.kyobobook.co.kr/images/book/large/282/l9791162243282.jpg
163,파이썬 챌린지 :150개의 코딩 과제로 배운다 ,니콜라 레이시 지음 ;황반석 옮김,Jpub(제이펍),9791191600018,005.133,2021-07-12,http://image.kyobobook.co.kr/images/book/large/018/l9791191600018.jpg
164,(DevOps와 SE를 위한) 리눅스 커널 이야기 :단단한 서버 구축을 위한 12가지 키워드 ,강진우 지음,인사이트,9788966264049,005.44,2021-07-12,http://image.kyobobook.co.kr/images/book/large/049/l9788966264049.jpg
165,돈 되는 파이썬 인공지능 프로그래밍 :회사 매출을 올리는 AI 도입과 활용법,아카이시 마사노리 지음;심효섭 옮김,위키북스,9791158392574,005.133,2021-07-12,http://image.kyobobook.co.kr/images/book/large/574/l9791158392574.jpg
166,"파이썬으로 하는 데브옵스 :자동화, 클라우드, 머신러닝, 데이터 엔지니어링까지 ","노아 기프트,케네디 베어먼,알프레도 데자,그릭 게오르규 지음 ;전진우 옮김",에이콘(에이콘출판주식회사),9791161755380,005.12,2021-07-12,http://image.kyobobook.co.kr/images/book/large/380/l9791161755380.jpg
167,파이썬 알고리즘 =Algorithms in python ,최영규 지음,생능출판(생능출판사),9788970504797,005.1,2021-07-12,http://image.kyobobook.co.kr/images/book/large/797/l9788970504797.jpg
168,1년 안에 AI 빅데이터 전문가가 되는 법 :심화편 ,서대호 지음,반니,9791191214758,005.76,2021-07-12,http://image.kyobobook.co.kr/images/book/large/758/l9791191214758.jpg
169,"(백견불여일타) 파이썬 생활밀착형 프로젝트 :웹 크롤링, 카카오톡 메시지 보내기, 업무 자동화까지 11가지 파이썬 프로젝트",김효실 지음,로드북,9788997924875,005.133,2021-07-12,http://image.kyobobook.co.kr/images/book/large/875/l9788997924875.jpg
170,"모던 자바스크립트 핵심 가이드 :자바스크립트 기초부터 타임스크립트, ES2021까지 핵심만 쏙쏙 ","알베르토 몬탈레시 지음 ;임지순,권영재 옮김",한빛미디어,9791162244289,005.138,2021-07-05,http://image.kyobobook.co.kr/images/book/large/289/l9791162244289.jpg
171,NGINX 쿡북 ,데릭 디용기 지음 ;노승헌 옮김,한빛미디어,9791162244340,004.5,2021-07-05,http://image.kyobobook.co.kr/images/book/large/340/l9791162244340.jpg
172,Node.js 디자인 패턴 바이블:검증된 패턴과 기술을 이용한 수준 높은 Node.js 애플리케이션 설계 및 구현,"Mario Casciaro,Luciano Mammino 지음,김성원 ,곽천웅 옮김",Youngjin.com(영진닷컴),9788931464283,005.138,2021-07-05,http://image.kyobobook.co.kr/images/book/large/283/l9788931464283.jpg
173,파이썬과 수치 해석 2/e :파이썬 수치 해석 레시피 ,로버트 요한슨 지음 ;크라스랩 옮김,에이콘,9791161753324,005.133,2021-07-05,http://image.kyobobook.co.kr/images/book/large/324/l9791161753324.jpg
174,마인크래프트와 함께 즐겁게 파이썬 :게임으로 재미있게 배우는 코딩과 알고리즘 ,최일선 지음,BJpublic(비제이퍼블릭),9791186697733,005.1,2021-07-05,http://image.kyobobook.co.kr/images/book/large/733/l9791186697733.jpg
175,Vue.js 프로젝트 투입 일주일 전:Vue.js 3.x 실무 개발을 위한 모든 것,고승원 지음,비제이퍼블릭,9791165920760,005.118,2021-07-05,http://image.kyobobook.co.kr/images/book/large/760/l9791165920760.jpg
176,"비트의 세계 :프로그래머의 눈으로 본 세상, 인간, 코드 ",데이비드 아우어바흐 지음 ;이한음 옮김,북하우스 퍼블리셔스,9791164050925,005.13,2021-06-28,http://image.kyobobook.co.kr/images/book/large/925/l9791164050925.jpg
177,"파이썬으로 살펴보는 아키텍처 패턴:TDD, DDD, EDM 적용하기 ","해리 퍼시벌 ,밥 그레고리 ;오현석 옮김",한빛미디어,9791162244319,005.133,2021-06-28,http://image.kyobobook.co.kr/images/book/large/319/l9791162244319.jpg
178,이벤트 기반 마이크로서비스 구축 :대규모 조직 데이터를 활용하는 기법 ,애덤 벨메어 지음 ;이일웅 옮김,한빛미디어,9791162244173,005.133,2021-06-28,http://image.kyobobook.co.kr/images/book/large/173/l9791162244173.jpg
179,"스프링 부트 실전 활용 마스터 :스프링 부트 개발과 운영부터 웹플럭스, R소켓, 메시징을 활용한 고급 리액티브 웹 개발까지 ",그렉 턴키스트 지음 ;오명운 옮김,책만,9791189909307,005.118,2021-06-28,http://image.kyobobook.co.kr/images/book/large/307/l9791189909307.jpg
180,개발자에서 아키텍트로 :38가지 팀 활동을 활용한 실전 소프트웨어 아키텍트 훈련법 ,마이클 킬링 지음;김영재 옮김,한빛미디어,9791162244326,005.12,2021-06-22,http://image.kyobobook.co.kr/images/book/large/326/l9791162244326.jpg
181,(도메인 주도 설계로 시작하는) 마이크로서비스 개발 ,"한정헌,유해식,최은정,이주영 지음",위키북스,9791158392468,005.115,2021-06-22,http://image.kyobobook.co.kr/images/book/large/468/l9791158392468.jpg
182,도메인 주도 설계 철저 입문 :코드와 패턴으로 밑바닥부터 이해하는 DDD ,나루세 마사노부 지음 ;심효섭 옮김,위키북스,9791158392246,005.115,2021-06-22,http://image.kyobobook.co.kr/images/book/large/246/l9791158392246.jpg
183,데이터 드리븐 :데이터와 AI 완전히 새로운 차원의 고객 참여를 유도하다 ,"톰 차베스,크리스 오하라,비벡 바이디야 지음 ;이혜진 옮김",맥그로힐에듀케이션코리아,9791132102137,005.76,2021-06-15,http://image.kyobobook.co.kr/images/book/large/137/l9791132102137.jpg
